region_name,n_voxels_region,n_voxels_overlap,fraction_covered,mean_overlap,weighted_mean_overlap,sum_overlap,p90_overlap,p95_overlap
region_0011,720,720,1.0,0.7325608628491561,0.7325608628491561,527.4438212513924,0.983146071434021,0.9943820238113403
region_0014,3880,3880,1.0,0.7007442385313514,0.7007442385313514,2718.8876455016434,1.0,1.0
region_0007,4512,4499,0.9971187943262412,0.6918765959610208,0.6918765959610208,3121.747200976126,0.966292142868042,0.983146071434021
region_0006,1488,1488,1.0,0.6898106210764938,0.6898106210764938,1026.4382041618228,0.932584285736084,0.9550561904907227
region_0008,2432,2431,0.9995888157894737,0.6025997009398308,0.6025997009398308,1465.5224726856686,0.915730357170105,0.949438214302063
region_0012,864,864,1.0,0.5543591346660698,0.5543591346660698,478.9662923514843,0.8707864880561829,0.932584285736084
region_0016,1192,1185,0.9941275167785235,0.4771887500111745,0.4771887500111745,568.80899001332,0.9943820238113403,1.0
region_0013,3304,3301,0.99909200968523,0.3794107249953173,0.3794107249953173,1253.5730353845283,0.9269663095474243,0.983146071434021
region_0015,2288,2044,0.8933566433566433,0.35671210907101697,0.35671210907101697,816.1573055544868,0.9943820238113403,1.0
region_0010,720,622,0.8638888888888889,0.22393882636549986,0.22393882636549986,161.2359549831599,0.8146067261695862,0.8873595774173733
region_0005,1608,1603,0.9968905472636815,0.2121764771464809,0.2121764771464809,341.1797752515413,0.5561797618865967,0.7022472023963928
region_0023,4512,3487,0.7728280141843972,0.08213926406935558,0.08213926406935558,370.61235948093235,0.2415730357170105,0.2752808928489685
region_0002,2432,2142,0.8807565789473685,0.07945095361030421,0.07945095361030421,193.22471918025985,0.2415730357170105,0.30337077379226685
region_0003,1280,878,0.6859375,0.056105161445157134,0.056105161445157134,71.81460664980114,0.2247191071510315,0.35477528572082506
region_0024,2432,2296,0.944078947368421,0.05179766059920535,0.05179766059920535,125.97191057726741,0.11797752976417542,0.15168538689613342
region_0009,928,690,0.7435344827586207,0.035893306828601736,0.035893306828601736,33.30898873694241,0.11235955357551575,0.18539325892925262
region_0004,1520,692,0.45526315789473687,0.03389266708338829,0.03389266708338829,51.516853966750205,0.14606741070747375,0.2016853898763649
region_0028,864,640,0.7407407407407407,0.03243341663134439,0.03243341663134439,28.022471969481558,0.12359550595283508,0.16853933036327362
region_0001,2768,1501,0.5422687861271677,0.029118903098874212,0.029118903098874212,80.60112377768382,0.16292135417461395,0.23033708333969116
region_0022,1488,1440,0.967741935483871,0.027712335564403903,0.027712335564403903,41.23595531983301,0.05056179687380791,0.06179775297641754
region_0029,3304,1845,0.5584140435835351,0.025263895402148313,0.025263895402148313,83.47191040869802,0.12359550595283508,0.1741573065519333
region_0030,3880,2462,0.6345360824742268,0.02154378557083264,0.02154378557083264,83.58988801483065,0.08988764137029648,0.13483145833015442
region_0027,720,480,0.6666666666666666,0.01933520611556661,0.01933520611556661,13.921348403207958,0.07865168899297714,0.10112359374761581
region_0021,1608,1198,0.7450248756218906,0.012602018072520062,0.012602018072520062,20.26404506061226,0.033707864582538605,0.03932584449648857
region_0026,720,205,0.2847222222222222,0.00930087396926764,0.00930087396926764,6.696629257872701,0.07078651487827298,0.08426966518163681
region_0018,2432,1072,0.4407894736842105,0.008172863753172447,0.008172863753172447,19.87640464771539,0.03932584449648857,0.05056179687380791
region_0031,2288,593,0.25917832167832167,0.006359511310881056,0.006359511310881056,14.550561879295856,0.056179776787757874,0.08426966518163681
region_0017,2768,386,0.13945086705202311,0.004617376764092293,0.004617376764092293,12.780898883007467,0.08426966518163681,0.11235955357551575
region_0032,1192,265,0.22231543624161074,0.004477415001801146,0.004477415001801146,5.3370786821469665,0.04494382068514824,0.08426966518163681
region_0025,928,309,0.3329741379310345,0.004043975223763043,0.004043975223763043,3.752809007652104,0.02247191034257412,0.031460674107074545
region_0020,1520,293,0.19276315789473683,0.0032377291734232323,0.0032377291734232323,4.921348343603313,0.03932584449648857,0.056179776787757874
region_0019,1280,117,0.09140625,0.000991924163463409,0.000991924163463409,1.2696629292331636,0.02247191034257412,0.029213483631610807
